사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Mar.25,5호선,2550,길동,6,1,5048,954,9808,4499,24836,7777,29376,20949,17537,14889,15648,11856,15490,12582,16727,13395,16891,13473,15244,15249,15549,16969,16335,20941,17870,22583,19048,29443,10434,23099,7674,14887,7733,11811,5172,11038,2134,5943,429,2932,0,0,0,0,0,0
Mar.25,5호선,2551,굽은다리(강동구민회관앞),1,0,7460,707,13599,2980,35726,7070,39088,15270,23290,11846,18132,10851,17251,12408,18567,12708,17646,14505,16083,15237,15229,16992,16359,22659,16609,24239,17086,37758,10374,28570,8412,18159,8142,15276,5312,15475,1752,8024,338,3177,0,0,0,0,0,0
Mar.25,5호선,2552,명일,4,0,5706,1502,12630,3446,32492,7907,31553,14062,18487,9619,16606,10391,14946,9654,15604,9128,13556,12128,12656,11703,12574,16081,14823,19548,12834,20149,12841,34347,8390,26364,7049,14851,7363,12558,4193,12710,1876,7128,378,2459,0,42,0,0,0,0
Mar.25,5호선,2553,고덕,13,0,4275,1666,10953,7825,29744,21327,25864,22226,18130,15680,16723,14635,18530,11512,18465,12930,16674,17938,17154,15065,21891,18141,25776,20252,26232,20880,20705,30778,12784,25017,9420,14195,9476,13447,10519,12167,2252,6500,364,2737,0,174,0,0,0,0
Mar.25,5호선,2554,상일동,56,1,10136,1269,31778,5848,75762,12067,58047,17241,36040,9644,27029,9474,22085,9438,22424,14862,19658,16645,17511,17018,19333,23899,19590,25586,20682,39225,20337,57119,11220,50118,8381,30004,5619,27841,3943,23757,1768,13990,475,6314,0,1183,0,0,0,0
Mar.25,5호선,2555,둔촌동,3,1,5935,507,16301,6883,44489,13549,45615,24894,27408,15386,20164,13770,19097,14253,19681,15894,19822,18746,19036,18234,20267,22438,22439,26027,25838,34170,25550,48294,14796,36498,11843,19099,9921,20061,7971,15770,3497,8708,379,2651,0,0,1,1,0,0
Mar.25,5호선,2556,올림픽공원(한국체대),16,0,1497,925,5681,3574,12875,7381,13440,12744,10111,7627,9102,7705,9046,7336,9707,9103,9248,9766,9149,11210,11407,12827,12948,12905,12475,12248,11052,12466,8720,9656,15456,6142,8989,5705,4873,4667,1339,3526,84,879,0,0,0,0,0,0
Mar.25,5호선,2557,방이,0,0,2610,939,7117,3722,20110,9002,18715,22625,13498,13185,11449,9336,10148,8536,12095,11158,12480,10799,10592,12311,11476,14192,12556,16677,16073,22612,19983,23820,11109,18940,9709,11118,12446,9220,12566,7643,2549,4999,261,1362,0,0,0,0,0,0
Mar.25,5호선,2558,오금,25,0,1131,566,3577,2605,8188,10776,8298,20356,5816,7180,5170,3894,5084,3752,5662,4000,6010,4132,5325,4670,7229,5086,8441,6001,11165,7629,14838,8726,5003,6797,3496,4165,2985,3790,2324,4183,782,2823,143,842,0,0,0,0,0,0
Mar.25,5호선,2559,개롱,2,0,3744,775,9797,2555,25056,8305,24508,16202,14790,8907,12278,6532,10791,6893,11693,7001,10939,9444,9163,10300,10179,12112,14149,15480,13622,18284,13475,23433,6824,21666,4725,12505,4901,10500,2646,11573,960,6063,110,1922,0,0,0,0,0,0
Mar.25,5호선,2560,거여,2,0,6370,595,17252,3553,47687,9104,43611,18819,25965,9623,17682,7688,16133,8839,16431,8502,15460,11975,13283,12020,14262,16440,15651,21796,16518,26394,15808,40720,8091,33629,5830,19784,5138,16779,3555,17714,1307,9341,184,3173,0,0,0,0,0,0
Mar.25,5호선,2561,마천,45,0,7132,303,14346,2693,43628,4360,32921,11366,18415,7444,12456,6694,11161,6011,11909,6731,10269,8738,8929,7950,8475,12953,9248,14616,9048,17967,10330,25518,4763,22462,3672,12929,2808,12592,1861,11981,669,6919,111,2587,0,1,0,0,0,0
Mar.25,5호선,2562,강일,5,0,3096,615,9990,3008,30497,5824,26490,8121,16552,4024,12951,3816,10498,4223,10108,6352,9507,5859,7724,7638,8575,9871,8931,11335,9094,16237,8868,20158,4211,20093,2988,12290,2208,11512,1740,10677,656,6592,145,2088,0,0,0,0,0,0
Mar.25,5호선,2563,미사,19,1,8067,936,23060,8268,73131,13995,67704,27789,36056,24589,28005,18551,25897,19734,28097,21790,27402,22196,24784,26778,27673,27929,29782,38608,31985,50817,33048,70809,20584,67915,18671,37630,19020,29490,16553,27373,7455,16834,1896,5428,0,0,0,0,0,0
Mar.25,5호선,2564,하남풍산,10,0,2070,458,5553,2393,11214,7267,12344,17513,8270,10479,7310,6887,7112,6414,7750,5565,7855,7043,7701,6716,9358,6930,10476,8830,12758,8511,14185,12203,5645,10941,4288,6359,4121,5842,2515,5646,715,3407,179,1203,0,0,0,0,0,0
Mar.25,5호선,2565,하남시청(덕풍·신장),36,0,5595,110,14108,3931,32376,6706,29763,17079,19870,8711,16354,9984,15293,9765,16330,9974,14923,13486,14042,11836,14754,17938,17391,19618,15967,20142,16083,27648,9265,24855,6806,15227,5746,14843,3571,12969,1525,7542,314,3609,0,0,0,0,0,0
Mar.25,5호선,2566,하남검단산,18,0,4737,11,10331,2974,25623,5070,20807,12488,13655,9766,11506,9787,10288,9112,11041,11138,10765,10300,10924,10549,13013,13667,13803,12587,13520,16415,12271,18708,7957,17301,6843,11439,5996,10470,4253,9192,1537,5816,133,2855,0,0,0,0,0,0
Mar.25,6호선,2611,응암,39,0,11996,1256,27417,6131,73883,10624,88669,18450,49386,18154,31630,15847,29550,15918,30245,18768,29119,20092,24466,23604,25354,30991,27625,38263,24343,51055,22724,78555,14755,61223,10984,39657,8971,33960,6960,30333,2745,19302,382,5756,0,0,0,0,0,0
Mar.25,6호선,2612,역촌,0,0,2140,298,5709,3152,15972,3162,17075,8353,9573,4410,6729,3672,7149,5294,6971,5389,6724,5238,5854,6202,5468,7207,5478,8914,5959,11966,5145,18188,3152,14240,2361,8604,1950,8324,1282,7776,663,5049,96,1495,0,0,0,0,0,0
Mar.25,6호선,2613,불광,6,0,1593,445,4282,2849,12213,3828,14243,7746,8259,7086,6995,6042,7654,6393,8637,6519,9219,7407,9426,7392,11433,8277,12175,9439,11085,11873,10705,15417,6630,11530,5507,6974,4211,6074,2230,5973,903,3497,180,1114,1,1,0,0,0,0
Mar.25,6호선,2614,독바위,18,0,2232,283,4652,922,14163,2272,13131,3119,7256,3168,5050,3320,4653,2579,4461,3130,4047,3285,3652,3560,3780,4779,3948,6082,3495,7614,3081,11732,1900,10262,1337,6380,874,5530,618,5243,348,3534,47,1281,0,0,0,0,0,0
Mar.25,6호선,2615,연신내,0,0,0,0,0,0,2,0,6,0,5,0,8,0,2,0,4,0,5,0,3,0,1,0,7,0,8,0,2,0,2,0,3,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0
Mar.25,6호선,2616,구산,16,0,6438,245,12723,2184,32804,7373,39690,7788,21772,5764,15321,5399,13947,7158,14365,7923,12721,8130,11242,9356,13318,12422,14054,15608,12342,17761,9946,24290,6681,20683,5092,11749,4409,10855,3916,8989,1241,5928,217,1717,0,0,0,0,0,0
Mar.25,6호선,2617,새절(신사),99,2,11080,686,20928,5341,54992,8594,62831,16082,33118,14630,21990,9889,19969,11877,20887,12976,18945,16491,16668,15902,17708,21219,22097,25188,19164,32604,15923,48883,10206,40043,7004,25543,5950,21737,4562,20116,1872,12359,244,4341,0,0,0,0,0,0
Mar.25,6호선,2618,증산(명지대앞),16,0,7060,600,14049,3870,37324,4903,46035,11603,26443,9686,18352,8519,15729,9695,16527,9976,15547,12252,13861,13224,13442,16506,14787,21093,13878,26943,13730,40616,8167,32137,6029,20392,4830,19905,3437,16765,1589,9780,273,3074,0,0,0,0,0,0
Mar.25,6호선,2619,디지털미디어시티,166,47,6581,2663,17905,12100,53988,29936,56507,62193,32210,29716,20870,12481,17903,11513,17924,13298,17218,14887,15446,15311,16901,19422,23266,25838,35479,34517,45367,52427,20845,39015,11030,25014,8888,23474,6279,21476,3138,12059,707,5299,2,25,0,0,0,0
Mar.25,6호선,2620,월드컵경기장(성산),34,1,818,1072,2620,3229,7587,5282,9121,9769,5658,8377,6434,9554,7916,11640,8854,17616,9478,22634,11737,13439,16286,11697,29088,10080,14690,10329,11290,12089,7629,9237,5424,5718,5433,4282,3519,3372,1127,1759,295,424,0,0,0,0,0,0
Mar.25,6호선,2621,마포구청,36,8,6086,1702,15076,7225,43178,15257,57018,34947,37170,18891,24407,13936,23176,13587,22890,17339,22427,18513,20534,16869,21056,22426,23774,24227,27168,30628,35867,46370,18951,34409,13517,23419,12072,21758,8899,20540,3998,12718,628,3202,0,0,0,0,0,0
Mar.25,6호선,2622,망원,2,1,5945,725,10289,5275,27278,10746,38141,33868,26561,33139,20445,27365,22065,32420,27177,34383,28986,40392,29584,36288,31805,40786,34876,42861,39930,45576,45917,52641,34674,38276,29706,21054,26014,18621,19570,15596,9057,10567,1287,2543,0,0,0,0,0,0
Mar.25,6호선,2623,합정,26,0,3461,1292,5760,6358,13508,16653,20960,41049,15912,30624,13831,21014,14981,21316,18676,22467,20669,25661,21917,22487,25125,25087,28375,31601,36089,35052,50891,46230,34896,30069,31626,16883,33463,14205,29743,12499,15998,8958,2395,2580,0,0,0,0,0,0
Mar.25,6호선,2624,상수,9,0,5631,1296,7151,3807,11060,6612,13975,24067,10506,38477,8681,21581,9540,20238,12730,22427,14839,24230,16071,20696,18658,20516,24622,23452,28732,28882,32669,38808,24273,25540,23074,16570,25762,13871,26584,12953,18201,9955,3047,3024,0,0,0,0,0,0
Mar.25,6호선,2625,광흥창(서강),6,0,3009,1409,7979,6259,22258,15878,28795,34395,18667,20186,14428,13230,15554,11032,15986,12173,14699,11955,14159,12096,15321,14015,17894,14991,23376,19069,31062,26446,14746,19065,10748,12551,9344,11462,5696,10853,2460,6429,387,1754,0,0,0,0,0,0
Mar.25,6호선,2626,대흥(서강대앞),2,0,2715,1070,5356,5008,16090,19210,22447,39217,14741,23220,11519,22468,11982,15198,14102,14433,18965,19220,15729,13849,17564,15123,24360,17133,28290,21055,30168,28161,15860,17974,13834,11017,14128,10138,12947,9312,4545,6786,714,1962,0,2,0,0,0,0
Mar.25,6호선,2627,공덕,157,1,4858,2561,8654,12445,22658,41863,33557,95485,25213,49282,22260,25982,24115,22913,25409,23038,26789,23621,27204,22873,31896,23728,37934,29222,61287,34613,84546,45023,39611,28999,31271,19346,28283,17849,20691,16004,9362,10822,1229,4906,0,160,0,0,0,0
Mar.25,6호선,2628,효창공원앞,2,1,2309,730,5993,4234,18339,7796,28023,26877,16564,15493,11407,12627,10996,10388,12354,9478,13122,10776,11125,10644,12730,10586,16170,13261,18808,15669,24864,22162,11131,15213,7406,10344,6461,9034,5197,8548,2330,5496,478,1993,0,0,0,0,0,0
Mar.25,6호선,2629,삼각지,13,0,1413,693,2957,6140,8364,15144,14170,27789,10658,13260,8197,10415,9196,10701,11092,11761,13189,11727,13867,10689,16662,11501,19894,12514,25944,14566,32495,17787,15664,10998,12730,7934,12097,7509,9641,7672,5451,5103,922,1481,1,8,0,0,0,0
Mar.25,6호선,2630,녹사평(용산구청),26,1,1125,480,2103,3855,4782,9267,7180,17343,6565,9343,4808,7885,5670,8362,6091,10540,7035,11385,7506,10965,10149,12215,13338,11352,16069,13788,20080,15262,13010,10282,11826,6471,12500,5188,10093,4513,4905,2753,570,839,0,0,0,0,0,0
Mar.25,6호선,2631,이태원,155,3,12207,2145,10325,14679,9769,12906,10795,32402,10965,27275,10214,19653,11133,16483,12290,18852,14688,20065,16666,19236,22044,20507,32274,24557,32504,31286,38572,35580,31636,29110,27190,23507,29107,21061,26194,20464,17091,16809,2829,5918,0,1,0,0,0,0
Mar.25,6호선,2632,한강진,40,1,598,907,1480,9127,3904,22955,6177,43994,6112,31423,4275,25855,5957,24625,9546,25859,12920,33952,15091,27330,22476,30152,35549,30240,45522,30349,49823,34670,34748,15211,29771,5711,29047,4433,27208,3621,4004,2416,455,1843,0,181,0,0,0,0
Mar.25,6호선,2633,버티고개,1,0,1014,356,1897,1447,5535,2649,7794,6144,5400,3715,3754,2653,3484,2348,3444,3033,3444,3271,3152,3467,3687,3966,3863,4192,4960,5300,6992,7157,3320,5561,2240,3743,1768,3742,1363,3159,618,1893,77,458,0,36,0,0,0,0
Mar.25,6호선,2634,약수,5,0,1409,260,1918,2515,4880,6523,8047,15822,6562,8849,5091,5640,5175,5355,5942,5444,5688,5611,5989,5669,6663,6362,7866,6695,9785,8467,13706,10746,7491,6382,6126,4086,6010,3493,4739,2965,2320,1823,455,628,0,1,0,0,0,0
Mar.25,6호선,2635,청구,11,0,1481,504,2925,3289,7695,7289,9919,22630,6740,11219,5368,4835,4807,4201,5289,4335,5406,4718,5315,4759,5646,5267,7531,5699,8179,6824,13753,8511,9084,5365,5677,4020,4889,3852,3940,3464,1988,2380,351,726,0,0,0,0,0,0
Mar.25,6호선,2636,신당,113,4,5851,1188,4810,7930,7653,16154,12405,36645,9660,22029,8378,13563,10761,11190,12091,11215,12453,11039,13812,10315,16604,10574,19117,12297,20642,14093,26624,19307,17710,20770,16776,11849,15958,8870,14111,9542,7856,8273,1636,2355,0,10,0,0,0,0
Mar.25,6호선,2637,동묘앞,137,2,5012,990,5090,3973,10773,7993,17629,22296,14346,18447,13544,16913,15930,18760,18384,19204,19421,21915,23511,20819,24871,19432,26194,19379,27850,18978,24754,21970,14963,16565,11366,12126,9393,11991,6843,11055,3414,8445,550,2512,0,103,0,0,0,0
Mar.25,6호선,2638,창신,2,0,2752,269,5363,1957,15616,6750,17677,6139,9913,4401,5736,3413,5187,3465,5180,3768,4894,4308,4516,4526,4712,4763,7596,5868,5815,7724,5488,10428,3690,8322,2826,5545,2030,5458,1413,4911,681,3152,121,932,0,0,0,0,0,0
Mar.25,6호선,2639,보문,26,1,4349,833,8122,4675,24448,10569,34853,20105,19415,11012,12514,8322,11995,8736,12635,9176,13231,9975,12093,9425,13419,11773,15022,13948,16905,18546,19097,26928,9998,21196,8027,13647,7612,13550,6336,13355,3394,8985,652,3094,0,0,0,0,0,0
Mar.25,6호선,2640,안암(고대병원앞),34,3,2797,1439,3804,6383,9600,18884,13289,63339,12030,39668,14191,51708,18401,32024,20139,23827,22611,28766,29034,22985,30738,17252,49059,19597,57874,23279,44414,31016,28108,19968,25134,13887,27231,14531,24514,13840,15838,9765,2924,4083,1,121,0,0,0,0
Mar.25,6호선,2641,고려대(종암),15,0,4039,968,7464,4778,21222,13401,27569,30197,15184,16015,11907,18405,12324,11970,13553,10518,15259,14099,15908,12421,16169,11591,24270,14461,27462,17964,23461,28742,12794,20566,10896,13271,13743,13603,8400,12466,3955,8841,692,2487,2,38,0,0,0,0
Mar.25,6호선,2642,월곡(동덕여대),11,0,6566,800,14373,3721,41331,8021,48749,30990,25913,19575,18523,18516,18539,16379,19870,14432,20784,16462,20967,16949,19961,19393,25628,24975,25912,30345,28737,44159,14766,33970,11645,20442,9806,19471,6329,17360,2865,11273,482,3370,1,2,0,0,0,0
Mar.25,6호선,2643,상월곡(한국과학기술연구원),52,2,5468,530,9078,2292,24209,4159,28466,15632,16223,10395,11467,10954,11091,9083,10827,7096,11302,9199,10792,8167,9707,9731,12409,11736,12046,14792,10964,20231,6932,16858,4086,10667,5028,9998,2880,9953,1426,6448,171,1987,0,1,0,0,0,0
Mar.25,6호선,2644,돌곶이,26,0,7404,1195,15386,4485,41763,6728,45377,19555,23968,13030,17281,9604,14998,9359,16299,12388,15673,13065,13559,12444,14456,16239,16191,19107,17258,24231,17177,37179,11636,29873,7606,17691,7348,15804,5458,15619,2634,9294,408,3097,0,0,0,0,0,0
Mar.25,6호선,2645,석계,1229,12,8651,1834,19675,6119,49113,9596,53833,17251,30838,12941,22076,11747,19706,14645,21076,15226,19967,16132,18212,17473,18030,22136,18757,28152,19920,34064,17742,52622,12732,42973,9211,26928,8818,23271,7635,21092,4291,13092,804,4174,0,9,0,0,0,0
Mar.25,6호선,2646,태릉입구,25,0,4553,1194,7214,3039,18879,4001,23442,10847,13018,8164,10075,6071,9963,9550,10088,7902,10226,8735,9915,9815,9869,10732,10800,13671,10857,16913,11213,25071,7217,19632,5402,12632,5089,12480,3996,10335,2076,8528,452,3837,0,1,0,0,0,0
Mar.25,6호선,2647,화랑대(서울여대입구),22,1,6720,1370,21816,4185,55764,9348,52354,21779,28250,15394,19008,11046,18252,11596,18733,9306,18691,10846,16606,11286,19091,13507,23784,17127,23342,25283,18035,36837,8771,32180,6149,20552,5008,17500,3665,16943,1325,10580,153,3821,0,13,0,0,0,0
Mar.25,6호선,2648,봉화산(서울의료원),8,0,5722,910,16470,2612,44942,6084,40297,11809,20422,7230,15330,6719,13821,6919,13832,8297,12244,10202,10805,10685,10785,14168,11539,16325,12873,22202,10592,30930,5744,28597,4078,17650,3575,15549,3018,14762,1191,8275,158,2889,0,206,0,0,0,0
Mar.25,6호선,2649,신내,0,0,1,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mar.25,7호선,2711,장암,2,0,1943,146,8047,864,17739,1414,11751,1620,5333,2429,3153,2953,2610,3725,3311,3331,3740,2470,4070,1879,4683,1786,4284,2393,4198,3017,3470,4182,2129,3332,1186,1988,779,934,558,1060,183,615,20,236,0,0,0,0,0,0
Mar.25,7호선,2712,도봉산,78,0,5800,1136,18443,4560,51425,8709,39377,15805,21100,16995,14084,16216,12745,13289,13174,13188,12623,13827,11852,13691,13000,15825,15847,19011,13163,24096,11330,36635,5765,37151,3875,23639,2992,18922,2220,17322,889,10792,159,4173,3,188,0,0,0,0
Mar.25,7호선,2713,수락산,94,2,10175,900,20739,5500,47057,8369,47087,16906,30852,17692,22477,16913,20945,16781,21995,18530,22653,15989,22547,16847,22650,21113,21719,25892,20757,30915,19801,43308,12598,40378,8359,26053,6569,21241,4331,18966,2246,11275,311,4455,1,1,0,0,0,0
Mar.25,7호선,2714,마들,9,0,11251,1289,27179,2975,66095,9155,63119,12461,34333,11199,24331,10118,23834,12269,24805,14331,20190,15784,17717,17501,18120,22020,17274,27731,15226,33306,13959,50226,8790,48030,5907,28039,4451,24248,3626,21716,1409,13467,186,4120,0,0,0,0,0,0
Mar.25,7호선,2715,노원,23,1,7691,2400,15185,7610,38806,16947,43612,47334,29884,44964,29123,33496,32512,33553,36597,34978,36750,39932,38987,39366,42667,42513,45876,46254,46482,50505,48656,65531,32913,51033,30553,26949,24567,22506,22513,18677,9147,12485,1560,4065,0,1,1,1,0,0
Mar.25,7호선,2716,중계,27,1,9306,2302,24887,5197,62667,18567,63858,32714,35156,16315,25704,12176,25022,14792,27202,14897,22238,16057,22407,16045,20279,20151,25330,24110,22762,32632,19065,48759,10588,46393,7679,27931,9580,23950,6341,21564,2467,12967,270,3857,0,0,0,0,0,0
Mar.25,7호선,2717,하계,55,1,9012,1941,26695,6699,70483,18130,72458,28667,42373,23794,31699,18394,30505,19086,30999,23390,29237,27559,28312,24942,32163,28427,35325,32684,33600,41016,28092,62120,16030,54660,14454,33028,11377,29423,8789,26894,3101,17718,498,5276,0,0,0,0,0,0
Mar.25,7호선,2718,공릉(서울과학기술대),26,3,6291,1048,14470,4328,37253,13442,41751,27313,24788,22822,19863,17139,19734,14804,21664,17610,21481,18971,21754,17856,24143,20805,27923,25060,27253,30270,27725,44171,16455,36119,13547,21717,13266,19821,11327,18657,6248,12221,990,4074,0,0,0,0,0,0
Mar.25,7호선,2719,태릉입구,164,1,7737,1121,7527,5064,19426,8320,24698,22137,16355,14391,13013,11043,12525,14308,14256,11513,14670,11853,15152,13113,18067,12884,20485,15906,22353,18508,23027,24636,13662,21302,10007,13876,9025,12673,6608,11961,3176,7556,547,3445,5,1315,0,0,0,0
Mar.25,7호선,2720,먹골,18,1,7546,817,12769,3131,33847,6066,43130,16230,26207,10912,18695,9919,16933,10562,17371,12258,16784,13678,15342,14764,14632,18240,15588,22764,16636,27302,18080,39308,11668,32358,8263,21116,6910,18101,5058,15988,2383,10001,473,2777,1,97,0,0,0,0
Mar.25,7호선,2721,중화,104,0,8121,1091,15169,5194,36032,10067,45461,22737,27308,11680,18094,10618,16169,10857,17277,11962,16193,12532,14401,14362,15587,17762,17781,22556,18913,25618,19731,37685,11873,32067,8078,20694,6900,18678,5202,17100,2305,10160,380,3106,1,26,0,0,0,0
Mar.25,7호선,2722,상봉,467,11,10908,1441,20656,8360,53742,12825,75288,27801,40406,19159,25875,16898,23976,19567,26561,20954,25909,22524,25017,23594,26352,27138,30002,33275,32357,44462,33849,68783,24214,57908,19095,34558,18488,27985,14200,27287,7221,16715,1332,7247,0,17,0,0,0,0
Mar.25,7호선,2723,면목,102,1,13015,779,23636,5368,56013,9100,69948,30595,40774,18000,27704,15547,23779,14800,25134,19119,24416,18472,21340,19091,23215,26130,26715,31834,22669,38063,23319,53814,16218,46839,10100,29130,8129,25899,5755,24122,2535,12995,462,4503,0,0,0,0,0,0
Mar.25,7호선,2724,사가정,24,0,12222,1297,23994,7593,54910,11506,70145,27755,43213,19318,29076,17317,25290,17533,27037,19806,24721,20507,23167,22587,23503,29886,24856,35586,26044,44794,25498,65598,18728,52191,13215,31598,10897,28877,8366,24861,4298,13211,616,4419,0,0,0,0,0,0
Mar.25,7호선,2725,용마산(용마폭포공원),4,0,4855,497,10626,2004,23687,3946,28929,9422,16112,6409,10482,6413,8846,5523,9128,6485,8441,6989,7225,7304,6906,10006,7927,12192,7660,14903,7526,21173,5282,18085,3331,11309,2581,11206,1939,9698,946,5917,173,2101,0,0,0,0,0,0
Mar.25,7호선,2726,중곡,8,1,6082,656,13182,4255,30944,16583,44649,29926,28659,15557,18441,10475,16352,9917,16885,11345,16324,12247,15231,13165,15106,16703,21404,20028,22250,23822,24327,34623,12403,27750,8789,18481,7145,16568,5661,14225,1984,8386,413,2702,0,0,0,0,0,0
Mar.25,7호선,2727,군자(능동),53,0,8466,953,14562,5888,36597,9171,56638,25969,38829,19908,24048,13310,21406,13045,22554,14230,22418,16096,20708,17105,21370,20424,24485,23959,29790,30452,34959,44924,22308,34670,18645,21911,18049,19750,14102,16850,7637,10111,1388,3517,0,55,0,0,0,0
Mar.25,7호선,2728,어린이대공원(세종대),20,1,3273,835,7430,7808,19920,16597,33056,87177,25244,49343,19342,57208,22323,41938,23723,31277,31612,39385,35198,31254,37199,24231,51050,25558,64253,28903,58515,38431,33281,25829,25943,18703,27298,16422,23100,16013,12640,10910,2451,3247,0,22,0,0,0,0
Mar.25,7호선,2729,건대입구,87,2,4301,1248,5061,8858,14334,20578,21032,44699,16724,34239,15562,31285,17944,26694,20431,27389,23443,29406,27991,26607,32647,25900,38476,28029,47282,34738,40401,43764,29050,28024,30424,16821,26185,14318,22661,11514,11909,7091,1953,3582,2,196,0,0,0,0
Mar.25,7호선,2730,자양(뚝섬한강공원),4,0,4757,647,9674,4511,22534,8554,31593,16149,21783,9580,15289,8631,13507,9873,12611,11991,12522,16130,12713,17621,14570,21121,17817,23749,20596,28334,22878,36465,18426,25360,15873,16646,14840,15530,11362,12441,4962,6121,713,1820,0,1,0,0,0,0
Mar.25,7호선,2731,청담,5,0,2340,3716,6830,31544,12221,58024,15914,131508,14057,90502,13345,36476,17351,23701,20777,23167,21160,24567,25606,21564,33463,19384,44079,20194,69412,21452,101518,21886,51663,17169,30656,10834,27872,9646,21036,7518,6077,4311,797,2587,0,0,0,0,0,0
Mar.25,7호선,2732,강남구청,18,3,1770,1715,4300,16561,7978,36894,10409,101890,9961,97528,10275,42679,12475,25036,14962,22987,17906,23900,22650,20707,27787,19646,33265,19205,52207,21001,84991,21897,54254,14088,34926,9629,31856,7137,22511,5945,9436,3944,1525,1857,0,0,0,0,0,0
Mar.25,7호선,2733,학동,6,0,1830,1331,4571,23536,9072,54763,11901,174244,11849,130283,12346,57019,15800,29760,20346,24715,23203,29498,28693,23409,37142,19881,46588,19547,84609,21315,154540,21372,73096,13020,40730,8684,34812,7735,25179,5640,9250,3547,1538,1373,0,0,0,0,0,0
Mar.25,7호선,2734,논현,51,1,2899,1410,4739,17224,8543,40782,15016,102641,12425,89430,12508,37795,14161,24756,16509,23710,18360,25586,23148,23539,28203,22284,34172,24890,62494,30032,97922,36574,55315,20582,37796,12122,37972,10051,35126,8067,17071,5481,3002,2434,0,0,0,0,0,0
Mar.25,7호선,2735,반포,19,1,878,1343,3106,18736,9053,11959,12777,17861,9335,16211,7216,10715,7474,10965,8922,10557,9426,10337,10775,9561,13964,9712,22712,9779,20949,10895,18418,12127,12420,7581,10562,5534,9387,4690,7362,4463,2113,2632,261,771,0,0,0,0,0,0
Mar.25,7호선,2736,고속터미널,14,3,1320,2978,3374,22220,12851,40787,19808,50199,25864,37795,24481,32517,27664,29469,30001,26707,30068,29410,31706,27289,42155,22893,45011,23335,61295,26000,51513,26946,35623,16880,37487,10454,32229,9919,24911,5947,6970,3498,565,849,0,5,0,0,0,0
Mar.25,7호선,2737,내방,5,0,2608,2010,8629,16058,19574,26122,29113,74800,22074,45624,17230,22330,16816,17682,18561,18078,20415,19827,21459,17903,23494,19167,30312,20800,45660,26956,65467,33217,27364,22452,20566,14578,19320,12267,13383,10291,4496,6640,800,3043,0,226,0,0,0,0
Mar.25,7호선,2738,이수,26,0,4526,1558,9873,18263,29558,16894,42952,44074,30212,30399,21778,21791,21943,21828,23830,22210,25815,24796,26560,24967,28979,27731,36153,32239,40512,44044,46439,59256,29527,39936,27456,22290,30116,18226,24956,15750,12843,9553,1773,3091,0,14,0,0,0,0
Mar.25,7호선,2739,남성,50,0,6239,1071,14396,3416,38518,6731,53972,17717,34925,12394,21375,12269,18416,12493,19053,12579,18367,14013,16642,15110,15905,19301,17010,22599,15923,30550,17065,44522,10333,32877,8775,21828,8159,19569,5110,17350,2116,10362,390,2893,2,6,0,0,0,0
Mar.25,7호선,2740,숭실대입구(살피재),36,2,5944,945,13353,3422,37662,8234,48818,45880,32280,25433,22634,40492,22108,26981,22505,20197,25298,25698,27584,23879,26486,22904,39028,27384,42738,34769,28092,50172,19180,36222,17306,23882,18008,21472,14250,21172,8763,14453,1740,4086,0,1,0,0,0,0
Mar.25,7호선,2741,상도,11,2,5274,1907,12888,5712,35720,8757,44732,29225,29469,20004,20449,22110,19104,18076,20155,17774,20435,17008,19595,19404,20863,19813,24997,22714,27707,30971,26179,45807,15048,30928,13000,21018,13814,18885,9825,17674,5353,11978,1154,3241,0,0,0,0,0,0
Mar.25,7호선,2742,장승배기,9,0,5683,2001,11137,10679,27803,8812,37579,17703,24341,12040,16007,9608,14525,10209,15222,11763,15236,12463,13926,12909,14468,15547,17874,17931,18289,21771,16287,31362,9078,23526,7440,15470,6655,13971,4679,12197,1821,8195,429,2632,0,0,0,0,0,0
