사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
Mar.25,경부선,1726,직산,79,0,866,344,1999,1215,2758,3344,2733,3835,2133,1438,1944,1218,1865,980,1590,1267,1712,1378,1471,1339,1809,1461,1847,2021,4078,2553,3469,2524,1354,2584,1005,1541,670,1429,343,1337,195,970,23,153,0,0,0,0,0,0
Mar.25,경부선,1727,두정,967,1,5238,1356,10575,4237,18677,11286,18878,29574,18124,29100,13385,18313,14181,14963,16600,16411,15389,14263,15613,12395,19025,11951,21131,18632,22476,21803,20540,26093,13649,18560,10485,15099,10038,11579,6841,11944,3467,8625,40,2607,0,0,0,0,0,0
Mar.25,경부선,1728,천안,1557,7,2949,717,6046,3636,12295,6569,12280,18064,16832,15995,13165,13911,14545,15611,14621,16072,14883,14590,20888,14242,22650,15271,25598,16497,22840,22295,19271,20155,12692,12771,9567,9934,7145,7796,4283,5675,2309,3491,27,2282,0,0,0,0,0,0
Mar.25,경부선,1729,당정,24,0,4268,860,11626,3076,25928,9113,22697,18020,13367,11459,9733,7951,9946,5722,11055,7059,9443,6762,9094,6316,10749,8322,12000,11136,14401,14321,14462,21666,6657,17293,5046,11518,4071,10458,3281,9902,1255,6382,78,1163,0,0,0,0,0,0
Mar.25,경부선,1749,서동탄,1,0,1472,13,6172,678,10559,1304,4334,1282,3115,769,2270,711,2204,1041,1923,1194,1644,1213,1547,1577,1934,2087,1618,2652,1749,3252,1957,6002,936,5942,789,2871,458,2068,414,2527,128,1523,2,1105,0,4,0,0,0,0
Mar.25,경부선,1750,광명,0,0,21,1806,3463,3180,11241,6676,10472,8216,7124,6458,4644,4248,8450,2833,5996,8086,5662,309,3754,8932,6894,4217,8293,5339,9772,7616,10449,12362,8227,6926,2759,4615,7686,3097,2626,4527,1040,36,0,0,0,0,0,0,0,0
Mar.25,경인선,1801,개봉,1289,8,18423,5638,39028,13197,94219,14455,86685,24406,54577,21758,40599,17840,36568,21559,37338,26961,34244,26769,29396,30449,29567,40597,33650,49884,34488,67141,30479,93324,19457,69099,16042,43544,12959,39386,9257,32459,3552,18481,58,1881,0,0,0,0,0,0
Mar.25,경인선,1802,오류동,559,5,12573,1573,18182,4219,48934,5658,48306,11959,30985,11455,23187,8727,21636,9763,21804,13745,19036,14610,16332,15362,16821,20047,16677,23226,15759,30077,14040,43507,8709,38581,6373,23326,5340,22340,3600,19250,1515,12445,55,1552,0,0,0,0,0,0
Mar.25,경인선,1803,역곡,885,12,29218,2710,45600,9400,112090,14486,105498,40643,64646,37570,45223,26221,41699,27683,43625,32412,43036,33301,35582,35006,38409,42990,43562,57831,46845,76659,39107,111655,25217,89017,19792,51723,16795,50597,13530,41138,6514,27182,370,4092,1,1,0,0,0,0
Mar.25,경인선,1804,부천,3268,32,39843,4151,42203,11131,97323,18217,98946,50045,63223,45905,50343,42274,50552,42236,54927,53957,53900,57140,53107,52974,59082,60889,63862,67222,60708,94206,58940,110699,38881,90927,31753,56605,28628,51597,23143,41548,10629,27881,833,5094,0,0,0,0,0,0
Mar.25,경인선,1805,송내,1462,3,16277,7703,39156,15346,104477,28881,88413,73658,53669,39598,39811,23424,40669,22191,39284,26039,35015,27484,32378,28906,34208,34081,38868,44238,47618,65585,71611,90963,29712,80172,22206,48525,18444,43010,13932,35631,6359,22399,692,3777,0,0,0,0,0,0
Mar.25,경인선,1806,부평,10070,52,22497,3963,37023,9526,88168,19244,78655,33831,50138,38365,42509,35916,43853,43238,47242,49568,47313,55083,47476,57654,52356,57652,55576,72627,60126,90603,54993,118883,42783,94968,38527,53997,36395,47020,30527,37371,16677,24649,2759,7813,1,2,0,0,0,0
Mar.25,경인선,1807,백운,162,27,8781,1241,15427,2300,29931,4325,27097,10153,16960,6447,14299,6067,13245,7546,13126,8178,11416,9113,10102,9741,9812,11969,11008,16443,10760,19927,8759,25900,4990,23741,4076,14057,3699,12807,2296,10763,1218,6642,158,2396,0,0,0,0,0,0
Mar.25,경인선,1808,동암,467,6,20896,2580,28868,6484,58816,12739,55641,16606,33804,14200,27971,14772,27364,17440,28087,19447,25125,19529,22222,21480,21668,26283,22528,35431,23527,46640,21497,58259,14232,49552,11489,33451,9934,29066,7251,25414,3909,14465,412,4601,1,3,0,0,0,0
Mar.25,경인선,1809,주안,1134,30,14636,2999,29162,7331,60038,17869,54462,29277,36771,25551,30054,19209,32333,20453,34841,22426,31387,22045,28576,22890,33004,26420,34484,34814,38945,42694,36538,57068,23100,55465,20102,32383,18578,28512,14826,26573,7644,18432,756,5670,0,3,0,0,0,0
Mar.25,경인선,1810,제물포,814,10,7865,1794,17180,5219,37875,15194,32010,36279,20459,18029,16753,10598,17699,9879,18272,13748,16987,13827,15585,12597,21025,15101,26750,19984,24141,24210,24608,32328,10422,27653,8337,16997,7317,15653,4756,14158,1542,9788,72,3094,0,1,0,0,0,0
Mar.25,경인선,1811,동인천,1733,17,7210,2214,17904,9967,40969,21334,31935,28073,22044,15647,19887,17133,21064,19495,22981,19706,22769,21148,22414,19606,25660,22030,29091,25909,34424,28580,33292,33841,16485,33142,12205,19693,9288,16517,6085,14764,2255,8955,12,3405,0,1,0,0,0,0
Mar.25,경인선,1812,인천,409,18,1204,906,3398,2937,5356,6520,4989,9721,4072,5981,4056,7472,4836,10032,6545,10379,8272,9240,10940,7761,12818,6211,15227,5363,15135,4651,14376,3876,6480,3256,4745,2501,2801,1951,1549,1682,517,1272,3,1017,0,3,0,0,0,0
Mar.25,경인선,1813,구일,236,1,4605,2084,10239,6609,26852,8725,22765,13475,14141,15752,11479,7442,11150,9299,11077,17686,10088,17582,10129,9611,19163,10611,24799,12449,22891,18784,12048,27679,6165,20012,5473,11586,8321,11003,3720,8836,1127,6202,25,544,0,0,0,0,0,0
Mar.25,경인선,1814,소사,1086,11,13234,2340,12988,5849,27570,7413,24808,10104,17805,8301,15090,9415,13854,8595,14931,10364,13999,10774,12450,10463,12835,12665,14734,14988,13971,19848,11524,23561,6684,19322,4824,13221,3922,12224,2413,10808,1184,6951,95,1960,0,0,0,0,0,0
Mar.25,경인선,1815,부개,2025,7,10557,1284,17009,2892,40860,5842,33262,10965,20522,6874,16259,6429,14746,8123,14725,9668,13497,10114,11009,11684,10714,14132,12611,18580,11461,24389,10862,30970,6293,25386,4644,16509,3646,15040,2341,12331,1311,8527,157,2077,0,0,0,0,0,0
Mar.25,경인선,1816,간석,291,1,5825,1283,11066,2823,21205,4561,19603,9278,11631,5001,10121,5317,9799,5501,10372,6446,9391,7644,8686,8147,8844,9143,9832,12788,9094,14821,9558,19047,5084,17113,4101,10643,3376,8445,2426,7616,1146,5349,140,1956,0,1,0,0,0,0
Mar.25,경인선,1817,도원,665,43,2051,1265,3692,2470,7739,8026,7772,19729,5241,3570,4615,4522,5104,4683,5623,7010,5878,9571,5635,5206,9334,6222,19792,6789,10266,5683,10266,6634,3011,5849,2086,4144,1548,3311,916,2935,373,2163,21,1244,0,2,0,0,0,0
Mar.25,경인선,1821,온수(성공회대입구),159,6,5405,1340,8346,3485,22448,10032,19993,13127,14293,7843,11374,6527,11058,6434,12592,8248,10993,7784,10446,9200,12452,10613,14284,11962,13475,15134,11153,21527,5660,16954,4178,10795,4702,10138,3092,8701,1636,5486,102,831,0,0,0,0,0,0
Mar.25,경인선,1822,중동,1074,30,11101,1476,18314,4324,42648,5529,34685,10996,21754,7895,16441,7975,16276,9216,16535,9988,14559,12784,13083,12242,12627,15504,13000,18366,13127,25561,11661,33412,6811,27334,5148,17221,4312,15424,2826,12965,1180,8406,113,2083,0,0,0,0,0,0
Mar.25,경인선,1823,도화,267,2,4399,593,7052,1579,16152,4297,13855,7767,9232,3980,7907,3814,7709,4465,7893,5956,7168,5705,6739,6129,6683,7260,7915,9607,7179,9900,7013,11442,3541,10502,2725,6594,1874,5528,1304,4739,661,3852,67,1625,1,3,0,0,0,0
Mar.25,경원선,1008,이촌(국립중앙박물관),61,9,1272,628,3695,2756,9434,4892,10868,8661,8868,5190,7360,4166,7107,4215,7184,4155,7871,5157,6997,5145,8038,6116,8913,6505,10482,7403,10084,9338,5525,6906,4761,5028,4139,4443,2339,4048,716,2418,57,713,0,0,0,0,0,0
Mar.25,경원선,1009,서빙고,72,0,1099,684,2513,3951,3571,4527,3794,9483,3849,4552,3659,3694,3178,2824,3938,2787,4090,4558,4223,3404,4702,4856,6800,4057,9261,3644,7550,4409,2986,3505,2250,2018,2210,2006,1072,1675,254,1066,21,241,0,0,0,0,0,0
Mar.25,경원선,1010,한남,111,3,888,707,1699,4459,2831,10616,2953,14231,3301,11732,3528,6926,4631,5022,5401,5187,4573,5659,6156,4495,7738,4883,8689,4968,14236,5890,13385,6261,7109,4159,5501,2194,5541,2024,4378,1334,1599,796,64,293,0,0,0,0,0,0
Mar.25,경원선,1011,옥수,0,0,2,11,6,81,23,31,177,355,52,34,60,245,21,197,19,80,29,16,22,19,28,22,501,80,431,63,69,44,392,24,48,20,59,10,34,12,13,4,0,0,0,0,0,0,0,0
Mar.25,경원선,1012,응봉,107,0,1203,195,3152,1001,7210,1403,6939,2159,5216,2232,4103,3088,3694,2808,3294,2777,3235,3183,3373,3753,3664,3553,3641,4576,3188,4897,2781,5909,1819,4718,1365,3017,908,2617,628,2001,252,1351,28,397,0,0,0,0,0,0
Mar.25,경원선,1013,왕십리(성동구청),979,8,5424,1456,8805,6806,27178,13155,41825,22051,27366,22535,18512,21347,19735,23490,24721,25936,27717,26366,29378,26992,33446,31181,39845,35680,42956,48843,39185,67918,31425,46986,32850,30104,34429,24458,29936,21558,14116,11485,1382,4193,0,0,0,0,0,0
Mar.25,경원선,1014,청량리(서울시립대입구),1323,13,4870,1945,8110,13946,29239,17463,42836,24701,31116,34724,36566,32384,32283,41699,33331,35124,35870,35330,37777,42098,41168,38767,42315,44101,40197,44217,40184,55955,32631,38717,28529,23034,20084,20702,11378,13980,6456,7355,197,3411,0,1,0,0,0,0
Mar.25,경원선,1016,외대앞,427,22,4653,2866,8315,11599,22788,7106,25423,31798,15774,13793,13654,21381,15400,23482,16803,17248,18055,13828,21318,18397,23473,15522,29038,18091,34446,23132,23286,29716,16068,21690,14281,16127,13779,15095,11569,15570,5831,11263,371,2743,4,4,0,0,0,0
Mar.25,경원선,1017,신이문,1481,3,7805,1188,14383,3042,35255,4401,38312,7792,22838,5218,16100,5857,14317,7346,14269,8537,13502,9802,11158,10667,11062,15838,10766,19041,10237,22476,8928,31279,5960,23848,3899,17000,3022,14552,2259,13308,950,8084,107,1970,0,1,0,0,0,0
Mar.25,경원선,1018,석계,1334,10,5330,1640,10354,4380,20709,5508,23315,9148,16273,7733,14471,7221,14227,9560,14096,9697,13637,11363,12513,12354,11821,16664,13345,21443,12696,25494,11259,33781,8204,24167,6743,17540,6603,14939,5528,12617,3159,7741,172,1917,0,2,0,0,0,0
Mar.25,경원선,1019,광운대,2296,6,6388,1076,14452,3414,31383,6585,28793,23770,16724,11644,13373,12817,14106,17648,13981,11874,15069,14238,15942,14367,16382,14223,18650,17289,19466,20786,15636,27221,9460,21515,9126,14633,8289,12718,6518,11793,3853,9479,215,4975,0,12,0,0,0,0
Mar.25,경원선,1020,월계,949,2,4873,1292,9424,2300,25146,7502,24055,16351,15992,17036,13052,9037,13109,6906,14627,9412,13392,12659,12306,9479,15096,11087,20182,14014,16253,16027,11110,23397,6062,16677,4711,10828,4205,9906,2692,8827,1127,5378,101,1257,0,0,0,0,0,0
Mar.25,경원선,1021,녹천,1323,41,4133,811,7783,1407,20609,4928,17987,4787,10558,2618,8700,3525,7790,3258,8594,4239,6630,4319,5688,5468,5653,6487,7156,7976,5988,10054,4808,14792,3012,11189,1981,7485,1968,6794,1685,6669,425,3650,36,906,0,0,0,0,0,0
Mar.25,경원선,1022,창동,0,0,0,0,1,0,1,0,4,0,5,0,7,0,8,0,9,0,13,0,7,0,10,0,9,0,6,0,9,0,4,0,4,0,5,0,3,0,1,0,1,0,0,0,0,0,0,0
Mar.25,경원선,1901,방학,380,11,11345,1871,15115,7092,33358,10072,31148,20624,21338,11552,18681,12325,19006,11332,20537,13443,17229,13697,15944,16403,16188,20198,17296,22266,17494,25660,18307,31111,10689,26275,7772,15993,6261,13278,4170,12148,2150,6852,365,2331,1,1,0,0,0,0
Mar.25,경원선,1902,도봉,211,1,6393,1199,10285,3432,19487,3811,18069,10999,13214,7988,11753,7145,11303,7219,11054,8924,11129,8805,10195,9555,10193,11469,9812,12830,10322,15636,10744,16701,4850,14331,3316,8941,2602,7794,1699,7293,831,4098,161,1336,0,0,0,0,0,0
Mar.25,경원선,1903,도봉산,217,3,6630,857,9389,2446,20861,4722,21437,7993,15608,12374,13569,15681,14206,15270,16277,16101,19229,12956,22594,11379,23495,10984,22624,10922,18149,10284,13665,11032,8132,8575,4880,5895,3567,5142,2233,4534,1077,2928,132,1068,1,1,0,0,0,0
Mar.25,경원선,1904,망월사,446,4,7439,987,12689,3514,28517,5303,26873,26055,19114,16273,16157,10509,17376,19152,18035,13568,18286,12796,18177,15221,16840,14877,18258,17899,21243,22116,12756,27536,7695,23452,5997,14552,5035,12926,4179,11317,2062,6930,398,3645,0,0,0,0,0,0
Mar.25,경원선,1905,회룡,1741,13,14109,2541,28826,6581,58363,8959,52021,13450,34164,11287,29020,11719,27133,14929,25948,16892,22374,17957,19005,21163,17382,26443,17193,30877,16085,38934,12982,47764,8313,44105,6567,26626,5557,21460,3806,17903,1520,11053,267,5133,0,0,0,0,0,0
Mar.25,경원선,1906,의정부,3145,10,10407,2284,29448,7280,50592,12376,50609,36755,31334,37495,27974,28202,30232,32278,32118,33888,33882,38583,35242,35428,38303,35335,40319,39293,42737,48872,44851,60334,27765,52025,26449,32557,18618,26912,14848,23109,7815,16564,1086,8736,0,0,0,0,0,0
Mar.25,경원선,1907,가능,318,8,7880,1355,11674,3538,24399,7145,21421,14378,13381,7950,12938,6222,11642,7699,12198,8253,10245,9068,9489,8158,10155,10712,10748,12870,13018,15640,9395,19919,5730,18897,4650,12298,3946,9099,2447,8807,1113,4966,219,2109,0,0,0,0,0,0
Mar.25,경원선,1908,녹양,310,3,5583,800,7636,2039,16732,5326,14773,8716,9839,4746,8906,3690,8810,5235,8558,5535,7463,5836,6607,5731,6842,7072,7891,8491,8197,11296,7557,13217,3881,12767,2932,8452,2121,6719,1483,6726,608,4040,90,1301,0,0,0,0,0,0
Mar.25,경원선,1909,양주,2040,13,5766,1417,11704,5101,30566,11154,25015,11520,19567,9097,17264,6642,15599,7516,14573,9870,13997,9862,11292,11529,11915,12712,12770,13665,13567,21255,13038,22513,6628,22295,4038,15908,2821,11853,1938,11430,877,5795,116,2721,0,0,0,0,0,0
Mar.25,경원선,1910,덕계,27,0,6114,495,16476,2679,30206,4227,28888,7569,14506,5313,12024,3460,9778,4369,9659,5383,8426,5975,7105,5911,7441,9802,8113,12591,8112,17574,6956,24227,4251,19806,3410,12749,2554,12595,2168,8761,1166,6326,198,2300,0,0,0,0,0,0
Mar.25,경원선,1911,덕정,6,0,4742,990,10338,4832,21803,9287,20799,21429,12909,13365,11861,7515,11344,6923,11011,7967,12563,8240,9891,8406,13874,9859,14809,11006,16132,14295,14623,18035,5416,15126,3751,9901,2785,9869,2115,6911,1167,4983,270,2173,0,0,0,0,0,0
Mar.25,경원선,1912,지행,76,0,4595,845,10613,2551,21098,5734,23131,12961,15170,7193,13791,7032,12510,7036,11900,7991,10613,9209,9753,11740,10227,14356,10870,16305,11913,19711,11684,22523,7711,17079,6128,13862,5495,10700,3346,8675,2023,6733,234,3824,0,0,0,0,0,0
Mar.25,경원선,1913,동두천중앙,37,0,2266,558,4506,1847,8273,3700,8491,11234,6450,3813,6404,4763,5677,4711,6732,4389,5825,4998,5577,5720,6181,5751,6736,5833,6703,6281,6295,7183,2845,5274,2009,4526,1593,3420,841,2654,375,2490,26,1107,0,0,0,0,0,0
Mar.25,경원선,1914,보산,24,0,1519,422,1708,1400,3717,2469,3723,2990,3404,1471,3159,1665,3010,1645,2812,1459,2705,2029,2492,2281,3075,2813,4663,2990,4509,3847,2936,4029,1780,4070,1265,3057,912,2239,398,1551,204,1469,9,601,1,0,0,0,0,0
Mar.25,경원선,1915,동두천,25,0,1191,539,2380,1806,4233,5063,4952,6217,3769,7572,3627,3019,3981,2763,4221,4755,4251,4241,4428,3730,7248,3098,8106,3097,6046,3923,4340,4104,2082,3300,1230,2694,812,2488,427,1807,272,1801,19,619,0,0,0,0,0,0
Mar.25,경원선,1916,소요산,125,0,411,392,442,565,1466,938,2187,1893,1906,3053,2512,6168,3107,8523,4514,8447,7320,7127,8713,6153,9625,4021,7454,2781,4311,2074,2647,1705,786,1286,534,1122,213,699,140,584,89,433,7,271,0,0,0,0,0,0
Mar.25,경원선,1917,청산,1,0,57,2,158,184,650,200,635,181,286,159,336,250,295,280,242,261,265,249,325,204,307,228,359,298,377,256,263,257,102,324,102,127,27,142,16,105,25,114,1,71,0,0,0,0,0,0
Mar.25,경원선,1918,전곡,0,0,541,18,1111,470,3123,636,4645,1849,3202,1565,2899,1639,2663,1875,2425,2264,2626,2031,2479,2197,2424,1991,2480,2575,2295,3092,1941,3466,1318,2942,1042,1759,618,1401,416,1239,237,889,11,657,0,1,0,0,0,0
Mar.25,경원선,1919,연천,4,0,160,10,694,262,1189,643,3495,2833,2322,2144,1806,2954,1629,4122,2623,3587,3367,2845,4063,2302,3790,1905,3281,1782,2382,1881,1951,1717,694,1544,532,1178,197,551,138,400,60,421,3,249,0,0,0,0,0,0
Mar.25,안산선,1751,산본,688,5,10118,1669,24802,6350,56566,15221,54156,30250,30212,23641,25860,21577,24803,22575,26225,25131,25718,26992,25704,26629,28026,30749,29766,35979,29393,43927,32310,66467,21247,55116,18009,31333,17114,26084,12989,21612,4790,13079,551,4449,0,0,0,0,0,0
Mar.25,안산선,1752,대야미,23,3,3104,920,8159,2799,18694,4728,21801,7579,11639,4163,9119,4615,8215,4653,8131,5326,8053,5584,7225,6047,7439,8699,8293,10510,8891,11684,9707,15994,4874,12241,3714,8911,2221,7256,1426,8006,874,4144,134,945,0,0,0,0,0,0
Mar.25,안산선,1753,반월,8,1,3980,917,8832,2451,18063,4493,17440,7985,10769,3978,8282,3948,7617,4461,8057,4813,6952,5080,6331,5883,6111,7475,7163,10185,8006,12178,7303,15454,3468,12640,3011,9164,1695,7465,1411,7305,503,4038,88,864,0,0,0,0,0,0
Mar.25,안산선,1754,상록수,543,17,14136,2430,29377,8469,64861,13019,60221,24555,35692,20576,28661,16856,25130,15061,25647,16001,23919,17943,20062,19501,22422,24258,27689,30141,28873,43459,24428,63492,15343,50408,11655,37712,8979,30841,6452,25511,2783,17123,394,5123,0,0,0,0,0,0
Mar.25,안산선,1755,한대앞,139,6,7928,976,17234,4307,32684,9032,27206,29892,20094,18345,16981,18534,16878,11194,17540,14602,16891,13095,17255,14368,17990,15383,22325,19749,23536,26149,20509,35056,11549,27114,9887,18594,9948,16814,7142,13854,2786,9352,244,2881,0,0,0,0,0,0
Mar.25,안산선,1756,중앙,256,25,10602,1286,30874,11024,58048,18340,49234,40000,31456,33829,27632,23292,29956,22511,31863,27205,29327,30730,28085,29527,30822,32227,36359,39815,40264,53714,40625,71879,27393,57295,26185,36949,27296,30747,21863,25319,9034,19562,844,6230,0,0,0,0,0,0
Mar.25,안산선,1757,고잔,257,1,5556,805,16592,5248,30045,13067,24422,27218,16879,16338,15211,12169,15182,10646,14360,11424,13665,13087,13651,12250,15908,12881,16952,14151,21661,20179,21815,25860,9230,21033,7328,12989,7210,11463,4729,9853,2057,8083,157,3010,0,0,0,0,0,0
Mar.25,안산선,1758,초지,310,3,4255,322,11892,4490,22576,9720,18133,13614,11368,7964,8431,5287,7831,4923,8750,5484,7229,5574,6121,6145,7175,7294,8935,8811,10779,13026,11378,17781,5216,16091,3846,10610,3292,9201,1664,7889,609,5917,53,2193,0,0,0,0,0,0
Mar.25,안산선,1759,안산,2019,16,10683,1338,13029,14637,24450,38686,25476,29396,21807,15621,18418,13135,17291,15614,17942,16319,18763,16665,19358,17846,20139,19425,25510,20787,41888,28423,40729,29118,21400,22391,17817,17084,10587,14684,4684,10969,1510,6795,130,2825,0,0,0,0,0,0
Mar.25,안산선,1760,신길온천,38,0,3197,135,5062,1923,9402,3738,7231,2477,5321,1580,4069,1553,3439,1911,3459,2151,2902,2184,2707,2836,2918,3198,3860,3843,5115,5674,4228,7471,2034,5870,1253,4065,865,3803,576,2775,181,2146,28,576,0,0,0,0,0,0
Mar.25,안산선,1761,정왕,298,6,8354,948,12602,11970,22687,23116,21380,36440,17221,28451,14259,18696,14865,13853,16123,15262,16507,15150,15924,14603,22073,14875,27139,16166,34185,20637,35091,25639,16943,19324,13265,15078,9971,14172,6366,11741,1998,8016,90,2452,0,0,0,0,0,0
Mar.25,안산선,1762,오이도,175,0,5880,547,15038,5981,32924,11091,26193,12307,17234,7406,13931,8319,12453,10685,12354,11781,10963,10843,10554,12393,12700,14075,14932,18470,17463,21693,16027,27626,9607,22563,7445,14394,5795,12881,3964,11922,1269,8231,8,3810,0,0,0,0,0,0
Mar.25,안산선,1763,수리산,24,0,3605,573,9604,1612,18582,4494,17929,7537,10655,3341,7986,3896,7714,3139,6451,3293,6059,3789,4928,4389,6310,5562,5486,6880,5217,8883,4775,12728,2675,10205,1989,7054,1298,5407,858,5603,351,3059,66,905,0,0,0,0,0,0
Mar.25,과천선,1450,선바위,3,1,845,1530,5607,9820,15670,21373,17996,25780,14480,14906,10903,7900,10375,7593,10816,7741,11039,7680,10503,7246,12097,8238,15721,10421,25402,12667,31056,15628,13515,12034,9292,8759,6733,8016,3650,7082,1263,4014,112,764,0,0,0,0,0,0
Mar.25,과천선,1451,경마공원,9,1,476,572,1090,2976,1932,4170,2501,12062,2414,36903,2278,37923,3096,21191,3797,20126,5759,16248,8107,10324,13396,6001,21940,3841,33412,2533,69666,2326,9416,1939,2212,1328,826,1081,383,837,155,523,27,64,0,1,0,0,0,0
Mar.25,과천선,1452,대공원,3,0,94,259,322,3289,650,4397,1142,10549,1637,15707,1809,18697,3841,11372,7536,9705,8624,9784,9783,8286,11113,4818,14212,2913,16203,1932,13033,1501,5380,982,3769,641,2849,446,400,353,113,187,19,52,0,0,0,0,0,0
Mar.25,과천선,1453,과천,2,0,2812,402,10750,2278,28381,5751,25861,8988,17937,5908,13989,5231,12528,5308,12327,6391,11633,7192,10363,8573,10210,10743,10783,12463,10126,15825,9317,22784,5089,19317,3335,12682,2329,12651,1608,11169,636,6876,93,1411,0,0,0,0,0,0
Mar.25,과천선,1454,정부과천청사,19,3,2250,1454,9170,13621,24875,40864,21421,99393,16575,27449,13230,13346,14167,10935,15680,13190,15989,14170,16447,13600,19040,14109,28236,15961,45312,21132,66380,27022,20538,22764,15734,12876,14510,11806,8289,9482,2296,5800,229,1239,0,1,0,0,0,0
Mar.25,과천선,1455,인덕원,84,6,9318,3181,31976,17075,83012,46039,73954,104439,49948,41400,39444,24197,35303,23063,37364,24921,37208,27262,33390,29507,37112,32397,44235,42786,66678,58431,85709,90062,32714,72190,26915,41461,24720,38820,15758,36217,6066,22171,687,5982,0,0,0,0,0,0
Mar.25,과천선,1456,평촌,83,5,4891,2362,23364,9843,66144,33825,52183,85657,29257,28704,23084,15830,21873,14176,22521,15797,20374,19822,20360,17380,23672,18862,27706,25069,47293,34421,59166,50218,23340,45810,18443,25193,17390,21648,11696,19233,4204,10354,486,3921,0,0,0,0,0,0
Mar.25,과천선,1457,범계,94,2,9089,3258,41283,11300,106240,26525,88209,60955,52835,46412,41658,33128,40021,32869,43692,33370,41837,41231,39939,41062,43123,45661,49035,57367,55304,75930,61652,107625,39820,92626,40415,47792,31889,42657,25922,35881,10505,19410,1113,6934,0,0,0,0,0,0
Mar.25,분당선,1023,선릉,62,2,1198,1585,2440,11873,5403,46978,8747,122961,7255,83018,7777,40215,9664,26337,12014,23845,13250,25948,15408,21343,19847,18485,28007,20688,50049,23523,73097,25783,33598,15813,22873,8598,20184,7060,16256,6097,4918,3511,170,759,0,0,0,0,0,0
Mar.25,분당선,1024,한티,16,0,2273,1493,8830,10988,25521,29754,28439,46115,20129,41721,16855,26266,17717,21431,21424,26099,23151,33134,22263,23674,25654,28755,32259,34620,48316,44405,46333,40495,29400,27118,30924,17325,27084,15145,34907,13145,4852,6726,244,453,0,0,0,0,0,0
Mar.25,분당선,1025,도곡,40,2,1542,1074,4636,7177,12534,17002,17262,23493,13685,19859,11817,9767,11605,9424,12290,9599,12692,10363,12665,11061,15890,12474,16894,13248,21407,15255,22879,18065,12076,14465,8785,9929,7155,8834,5753,7764,1321,4329,56,333,0,0,0,0,0,0
Mar.25,분당선,1026,구룡,3,0,1036,497,3277,4024,9386,11484,12454,8005,9922,4264,7543,3467,6509,3044,6419,4131,6002,4590,5619,4997,8175,6205,9439,6927,7488,9178,6519,11142,3786,8874,2629,5524,2953,5050,1367,4833,445,3107,44,109,0,1,0,0,0,0
Mar.25,분당선,1027,개포동,10,0,1161,441,4224,3624,13334,6865,14513,8903,10026,7175,8318,6194,7031,4623,8563,5526,7678,6638,7058,6345,7951,7696,9553,9069,9128,11727,8736,14899,5268,11905,4262,7811,3673,7338,3347,6583,1173,3912,31,109,0,0,0,0,0,0
Mar.25,분당선,1028,대모산입구,3,0,2670,613,7417,3031,25310,6826,25232,11032,15767,6034,11012,4710,9273,5331,9702,6126,9183,7335,7333,7382,7618,10153,9728,11710,11316,15019,10796,19225,5439,16617,3874,10465,2990,10349,1955,10229,651,5452,22,336,0,0,0,0,0,0
Mar.25,분당선,1030,수서,60,1,4039,4442,10051,14304,41378,29997,61033,46730,39098,28742,35644,21755,25311,19732,32679,23979,27248,22614,21708,23835,29808,28609,32151,35779,41166,48465,42743,63909,20964,40504,20440,29577,15457,26508,14619,23355,7989,9766,285,2009,0,0,0,0,0,0
Mar.25,분당선,1031,복정,0,0,0,0,1,0,2,0,4,0,6,0,7,0,9,0,12,0,7,0,6,0,6,0,11,0,17,0,19,0,5,0,6,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0
Mar.25,분당선,1846,수원,799,4,5820,772,9249,4707,23711,10085,24106,14810,12463,13237,9231,10211,9279,12250,10463,13897,11033,12887,10974,13640,13521,12761,16591,16271,19201,22676,20924,28206,15457,18808,15798,11331,13037,8398,11754,6068,4909,4116,212,750,0,0,0,0,0,0
Mar.25,분당선,1847,서울숲,156,1,2626,631,5561,6060,13279,23310,21900,46003,15450,37498,10087,26513,11204,22285,13912,23235,16480,25413,19590,24985,24103,24325,30814,23892,47512,25018,54526,30012,34374,19079,22942,10670,18206,8673,11445,7652,3295,3726,139,793,0,0,0,0,0,0
