업체명,모델명,연료,변속형식,차량형식,자동차 종류,도심주행연비,고속도로연비,CO2배출량(g_km),1회충전주행거리(km),배기량,등급,출시연도
기아,"K7 3.0GDI (PE/18""타이어)",휘발유,자동,내연기관,승용차,8.7,12.2,168,,2999,4등급,2019
기아,"K7 3.0GDI (PE/19""타이어)",휘발유,자동,내연기관,승용차,8.6,12,170,,2999,4등급,2019
기아,"K7 2.2디젤 (PE/19""타이어)",경유,자동,내연기관,승용차,12.6,16.4,135,,2199,2등급,2019
기아,"K7 2.2디젤 (PE/18""타이어)",경유,자동,내연기관,승용차,13.1,16.6,131,,2199,2등급,2019
기아,"K7 2.2디젤 (PE/17""타이어)",경유,자동,내연기관,승용차,13,17,130,,2199,2등급,2019
르노코리아자동차(주),"QM6 2.0 LPLi (19"" Tire)",LPG,CVT,내연기관,승용차,7.7,10.1,153,,1998,5등급,2019
르노코리아자동차(주),"QM6 2.0 LPLi (17"" Tire)",LPG,CVT,내연기관,승용차,8.1,10.2,147,,1998,5등급,2019
현대,그랜드스타렉스 2.4LPI 어린이보호차 (12인) 5AT,LPG,자동,내연기관,승합차,5.2,6.5,233,,2359,5등급,2019
현대,그랜드스타렉스 2.4LPI 웨건 5AT,LPG,자동,내연기관,승합차,5.5,7,218,,2359,5등급,2019
기아,K7 2.5 GDI (PE/17”타이어),휘발유,자동,내연기관,승용차,10.3,14.5,142,,2497,3등급,2019
BMW,BMW 745Le iPerformance,전기+휘발유,자동,PHEV,승용차,13,15.9,63,35,2998,PHEV,2019
BMW,BMW X3 M,휘발유,자동,내연기관,승용차,6.2,8.7,247,,2993,5등급,2019
BMW,BMW X4 M,휘발유,자동,내연기관,승용차,6.2,8.7,247,,2993,5등급,2019
BMW,BMW 530d RDE,경유,자동,내연기관,승용차,11.3,14.8,151,,2993,3등급,2019
기아,"셀토스 1.6디젤 2WD (18""타이어)",경유,자동,내연기관,승용차,15.7,17.5,113,,1598,1등급,2019
기아,K7 2.5 GDI (PE/18”타이어),휘발유,자동,내연기관,승용차,10,14.2,147,,2497,3등급,2019
기아,K7 2.5 GDI (PE/19”타이어),휘발유,자동,내연기관,승용차,9.8,13.4,153,,2497,4등급,2019
BMW,BMW 750Li xDrive,휘발유,자동,내연기관,승용차,6.6,9.9,226,,4395,5등급,2019
기아,"K7 3.0 LPI (PE/18""타이어)",LPG,자동,내연기관,승용차,6.3,8.8,183,,2999,5등급,2019
기아,"K7 3.0 LPI (PE/17""타이어)",LPG,자동,내연기관,승용차,6.6,9.3,175,,2999,5등급,2019
현대,베뉴 1.6 가솔린 MT (17“타이어),휘발유,수동,내연기관,승용차,12.4,14.7,125,,1598,3등급,2019
현대,베뉴 1.6 가솔린 MT (15“타이어),휘발유,수동,내연기관,승용차,12.6,15.1,122,,1598,3등급,2019
현대,베뉴 1.6 가솔린 CVT (17“타이어),휘발유,CVT,내연기관,승용차,12.4,14.7,125,,1598,3등급,2019
현대,베뉴 1.6 가솔린 CVT (15“타이어),휘발유,CVT,내연기관,승용차,12.7,15.2,121,,1598,3등급,2019
벤츠,E450 4Matic Cabriolet,휘발유,자동,내연기관,승용차,8,10.7,195,,2996,5등급,2019
현대,쏘나타(DN8) 2.0GDI 하이브리드_17인치타이어,휘발유,자동,하이브리드,승용차,19,19.1,83,,1999,1등급,2019
현대,쏘나타(DN8) 2.0GDI 하이브리드_16인치타이어,휘발유,자동,하이브리드,승용차,20,20.1,79,,1999,1등급,2019
벤츠,Mercedes-AMG C43 4Matic Cabriolet,휘발유,자동,내연기관,승용차,7.8,10.6,198,,2996,5등급,2019
BMW,BMW X7 xDrive40i,휘발유,자동,내연기관,승용차,7.5,9.2,211,,2998,5등급,2019
벤츠,Mercedes-Maybach S650 pullman,휘발유,자동,내연기관,승용차,4.5,7.3,331,,5980,5등급,2019
BMW,BMW 730Ld xDrive,경유,자동,내연기관,승용차,10.2,13.8,167,,2993,4등급,2019
BMW,BMW M760Li xDrive,휘발유,자동,내연기관,승용차,5.4,8.1,277,,6592,5등급,2019
BMW,BMW X3 xDrive20d,경유,자동,내연기관,승용차,11,13.2,161,,1995,3등급,2019
토요타,렉서스 LC500,휘발유,자동,내연기관,승용차,6.4,10.3,226,,4969,5등급,2019
케이지모빌리티,티볼리 가솔린 1.5 MT 2WD 기준4,휘발유,수동,내연기관,승용차,11.1,13.7,136,,1497,3등급,2019
케이지모빌리티,티볼리 가솔린 1.5 AT 2WD  기준4 (16인치 타이어),휘발유,자동,내연기관,승용차,10.6,13,143,,1497,3등급,2019
케이지모빌리티,티볼리 가솔린 1.5 AT 2WD 기준4 (18인치 타이어),휘발유,자동,내연기관,승용차,10.6,12.7,145,,1497,4등급,2019
케이지모빌리티,티볼리 가솔린 1.5 AT AWD 기준4,휘발유,자동,내연기관,승용차,9.2,11.8,164,,1497,4등급,2019
(주)대창모터스,DANIGO 3,전기,없음,전기,화물차,6.9,5.5,,83,,초소형,2019
벤츠,CLS400 d 4Matic,경유,자동,내연기관,승용차,10.2,14.3,165,,2925,3등급,2019
포드,Lincoln Nautilus 2.7 AWD,휘발유,자동,내연기관,승용차,7.5,10.9,195,,2694,5등급,2019
BMW,BMW Z4 M40i,휘발유,자동,내연기관,승용차,9.2,11.9,168,,2998,4등급,2019
BMW,BMW 740Li xDrive,휘발유,자동,내연기관,승용차,8.2,11.3,184,,2998,4등급,2019
BMW,BMW X4 xDrive20d,경유,자동,내연기관,승용차,11.4,13.3,156,,1995,3등급,2019
토요타,토요타 Prius 2WD,휘발유,CVT,하이브리드,승용차,23.3,21.5,68,,1798,1등급,2019
르노코리아자동차(주),"QM6 New 2.0 (19"" Tire)",휘발유,CVT,내연기관,승용차,10.6,13.1,146,,1997,3등급,2019
르노코리아자동차(주),"QM6 New 2.0 (17"" Tire)",휘발유,CVT,내연기관,승용차,11.1,13.5,140,,1997,3등급,2019
BMW,BMW 420d Coupe RDE,경유,자동,내연기관,승용차,12.5,15.5,139,,1995,3등급,2019
BMW,BMW 750Li xDrive,휘발유,자동,내연기관,승용차,6.6,9.9,226,,4395,5등급,2019
BMW,BMW X3 M Competition,휘발유,자동,내연기관,승용차,6.2,8.7,247,,2993,5등급,2019
현대,"코나 1.6디젤 4WD (16""타이어)",경유,자동,내연기관,승용차,15,16.7,119,,1598,2등급,2019
닛산,Maxima,휘발유,CVT,내연기관,승용차,8.3,11.7,180,,3498,4등급,2019
BMW,BMW X4 M Competition,휘발유,자동,내연기관,승용차,6.2,8.7,247,,2993,5등급,2019
벤츠,E450 4Matic,휘발유,자동,내연기관,승용차,8,11.3,190,,2996,5등급,2018
BMW,BMW 620d xDrive,경유,자동,내연기관,승용차,11.4,14,154,,1995,3등급,2019
BMW,BMW 520d,경유,자동,내연기관,승용차,12.3,15,142,,1995,3등급,2019
케이지모빌리티,티볼리 1.6 디젤 2WD 6AT SCR,경유,자동,내연기관,승용차,13.6,15.9,130,,1597,2등급,2019
케이지모빌리티,티볼리 1.6 디젤 AWD 6AT SCR,경유,자동,내연기관,승용차,12.5,15.4,139,,1597,3등급,2019
BMW,BMW 320d xDrive Gran Turismo RDE,경유,자동,내연기관,승용차,10.7,14.4,158,,1995,3등급,2019
BMW,BMW 420d xDrive Gran Coupe RDE,경유,자동,내연기관,승용차,10.5,14.3,162,,1995,3등급,2019
BMW,BMW 420d Gran Coupe RDE,경유,자동,내연기관,승용차,12.3,12.6,153,,1995,3등급,2019
BMW,BMW 740Ld xDrive,경유,자동,내연기관,승용차,10,13.3,172,,2993,4등급,2019
BMW,BMW 740d xDrive,경유,자동,내연기관,승용차,9.7,13.6,173,,2993,4등급,2019
BMW,BMW 730d xDrive,경유,자동,내연기관,승용차,10.4,14.2,163,,2993,3등급,2019
기아,스팅어 2.0T-GDI 2WD_19인치타이어(올시즌),휘발유,자동,내연기관,승용차,9.1,12.2,166,,1998,4등급,2019
기아,스팅어 2.0T-GDI AWD_19인치타이어(올시즌),휘발유,자동,내연기관,승용차,8.3,11.4,181,,1998,4등급,2019
기아,스팅어 3.3T-GDI 2WD_19인치타이어(올시즌),휘발유,자동,내연기관,승용차,7.9,10.7,192,,3342,5등급,2019
기아,스팅어 3.3T-GDI AWD_19인치타이어(올시즌),휘발유,자동,내연기관,승용차,7.5,10.2,203,,3342,5등급,2019
벤츠,Mercedes-AMG E63 4Matic +,휘발유,자동,내연기관,승용차,6.6,9.3,233,,3982,5등급,2019
벤츠,Mercedes-AMG C43 4Matic,휘발유,자동,내연기관,승용차,8,11,192,,2996,5등급,2019
BMW,BMW 320d Gran Turismo RDE,경유,자동,내연기관,승용차,11.6,14.7,149,,1995,3등급,2019
벤츠,Mercedes-AMG SLC43,휘발유,자동,내연기관,승용차,8.4,11.1,186,,2996,4등급,2018
제인모터스,제인모터스칼마토EV1톤내장탑차,전기,없음,전기,화물차,2.6,2,,84,,5등급,2019
벤츠,SLC250 ,휘발유,자동,내연기관,승용차,9.5,12.4,163,,1991,4등급,2016
벤츠,A220 Hatchback,휘발유,자동,내연기관,승용차,10.9,14.4,140,,1991,3등급,2018
닛산,Maxima,휘발유,CVT,내연기관,승용차,8.2,11.7,182,,3498,4등급,2019
벤츠,Mercedes-Maybach S650,휘발유,자동,내연기관,승용차,5.4,7.8,286,,5980,5등급,2017
케이지모빌리티,코란도 1.6 디젤 6MT 2WD SCR ISG,경유,수동,내연기관,승용차,14.5,16,123,,1597,2등급,2019
BMW,BMW X7 M50d,경유,자동,내연기관,승용차,8.1,10.5,217,,2993,5등급,2019
BMW,BMW X7 xDrive30d,경유,자동,내연기관,승용차,8.7,10.6,206,,2993,4등급,2019
닛산,Altima 2.5,휘발유,CVT,내연기관,승용차,11.1,16,131,,2488,3등급,2019
벤츠,Mercedes-AMG S63 4Matic Coupe,휘발유,자동,내연기관,승용차,6.1,8.8,251,,3982,5등급,2017
벤츠,Mercedes-AMG S63 4Matic Cabriolet,휘발유,자동,내연기관,승용차,5.7,8.5,267,,3982,5등급,2019
현대,쏘나타(DN8) 2.0CVVL_18인치타이어,휘발유,자동,내연기관,승용차,11.6,15,129,,1999,3등급,2019
현대,쏘나타(DN8) 2.0CVVL_17인치타이어,휘발유,자동,내연기관,승용차,11.9,15.5,126,,1999,3등급,2019
현대,쏘나타(DN8) 2.0CVVL_16인치타이어,휘발유,자동,내연기관,승용차,11.7,15.1,128,,1999,3등급,2019
현대,쏘나타(DN8) 2.0LPI_18인치타이어,LPG,자동,내연기관,승용차,8.7,11.5,133,,1999,4등급,2019
현대,쏘나타(DN8) 2.0LPI_16인치타이어,LPG,자동,내연기관,승용차,9.1,12.1,126,,1999,4등급,2019
벤츠,E220 d 4Matic,경유,자동,내연기관,승용차,12.7,15,139,,1950,3등급,2017
BMW,BMW Z4 sDrive20i,휘발유,자동,내연기관,승용차,9.8,12.1,159,,1998,4등급,2019
BMW,BMW 330i xDrive,휘발유,자동,내연기관,승용차,9.2,12.4,164,,1998,4등급,2019
BMW,BMW 330i,휘발유,자동,내연기관,승용차,10,13,153,,1998,4등급,2019
케이지모빌리티,코란도 1.6 디젤 6MT 2WD SCR,경유,수동,내연기관,승용차,13.6,15.8,130,,1597,2등급,2019
케이지모빌리티,코란도 1.6 디젤 6AT 2WD SCR,경유,자동,내연기관,승용차,13.2,15.5,134,,1597,2등급,2019
케이지모빌리티,코란도 1.6 디젤 6AT AWD SCR,경유,자동,내연기관,승용차,12.3,14.9,143,,1597,3등급,2019
BMW,BMW X7 M50d,경유,자동,내연기관,승용차,8.1,10.5,217,,2993,5등급,2019
BMW,BMW X2 xDrive18d,경유,자동,내연기관,승용차,12.1,16.1,140,,1995,3등급,2019
벤츠,C220 d 4Matic Coupe,경유,자동,내연기관,승용차,12.8,16.3,134,,1950,2등급,2019
BMW,BMW M550d xDrive RDE,경유,자동,내연기관,승용차,9.4,12.5,183,,2993,4등급,2019
BMW,BMW 320d xDrive,경유,자동,내연기관,승용차,12.2,15.5,141,,1995,3등급,2019
BMW,BMW X7 xDrive30d,경유,자동,내연기관,승용차,8.7,10.6,206,,2993,4등급,2018
현대,아이오닉 1.6GDI 플러그인하이브리드 개조차_6DCT,전기+휘발유,자동,PHEV,승용차,29.1,27.5,17,46,1580,PHEV,2019
BMW,BMW i3 120Ah,전기,없음,전기,승용차,6.2,5,,248,,2등급,2018
닛산,INFINITI QX60 2WD,휘발유,CVT,내연기관,승용차,7.9,10.5,193,,3498,5등급,2019
닛산,INFINITI QX60 AWD,휘발유,CVT,내연기관,승용차,7.7,10.3,200,,3498,5등급,2019
크라이슬러,짚 그랜드 체로키,휘발유,자동,내연기관,승용차,6.9,9.5,223,,3604,5등급,2018
기아,"쏘울 전기차(기본형, 64kWh)",전기,없음,전기,승용차,6,4.8,,386,,2등급,2019
롤스로이스,Rolls-Royce Cullinan,휘발유,자동,내연기관,승용차,4.7,7.4,319,,6749,5등급,2019
기아,"쏘울 전기차 (도심형, 39.2kWh)",전기,없음,전기,승용차,6.4,4.9,,250,,2등급,2019
BMW,BMW i8 LCI,전기+휘발유,자동,PHEV,승용차,17.3,17.5,55,35,1499,PHEV,2018
닛산,Altima 2.0,휘발유,CVT,내연기관,승용차,10.8,14.6,139,,1997,3등급,2019
닛산,Altima 2.5,휘발유,CVT,내연기관,승용차,11.1,15.8,132,,2488,3등급,2019
BMW,BMW X5 xDrive30d,경유,자동,내연기관,승용차,9.2,11.1,195,,2993,4등급,2018
벤츠,C350 e,전기+휘발유,자동,PHEV,승용차,16.2,17.9,80,15,1991,PHEV,2017
GM,캐딜락 CT6 2.0T,휘발유,자동,내연기관,승용차,9.6,13.5,156,,1998,4등급,2019
벤츠,C220 d ,경유,자동,내연기관,승용차,13.2,16.3,131,,1950,2등급,2018
BMW,BMW Active Tourer,경유,자동,내연기관,승용차,14.2,17.9,120,,1995,2등급,2018
벤츠,E220 d ,경유,자동,내연기관,승용차,13.1,15.7,134,,1950,2등급,2017
기아,"쏘울 1.6T-GDI (18"" 타이어)",휘발유,자동,내연기관,승용차,11.2,13.7,137,,1591,3등급,2019
기아,"쏘울 1.6T-GDI (17"" 타이어)",휘발유,자동,내연기관,승용차,11.5,13.6,134,,1591,3등급,2019
크라이슬러,짚 그랜드 체로키,휘발유,자동,내연기관,승용차,6.9,9.5,223,,3604,5등급,2018
GM,캐딜락 CT6 3.6,휘발유,자동,내연기관,승용차,7.5,10.9,201,,3649,5등급,2019
닛산,INFINITI Q60,휘발유,자동,내연기관,승용차,8.2,11.6,183,,2997,4등급,2019
한국지엠,말리부 1.35 TURBO,휘발유,CVT,내연기관,승용차,12.2,14.9,126,,1341,3등급,2018
BMW,BMW X4 xDrive30d,경유,자동,내연기관,승용차,10.2,12.5,174,,2993,4등급,2018
한국지엠,말리부 1.35 TURBO,휘발유,CVT,내연기관,승용차,12.8,16.2,118,,1341,2등급,2018
한국지엠,말리부 1.6 DIESEL,경유,자동,내연기관,승용차,13.1,16.6,130,,1598,2등급,2018
한국지엠,말리부 1.6 DIESEL,경유,자동,내연기관,승용차,13.7,17.7,123,,1598,2등급,2018
크라이슬러,짚 랭글러 스포츠,휘발유,자동,내연기관,승용차,8.9,10.8,179,,1995,4등급,2018
크라이슬러,짚 랭글러 루비콘,휘발유,자동,내연기관,승용차,8.1,9.5,201,,1995,5등급,2018
현대,"팰리세이드 2.2디젤 AWD 7인(20""타이어)",경유,자동,내연기관,승용차,10.8,12.6,167,,2199,4등급,2019
현대,"팰리세이드 2.2디젤 AWD 7인(18""타이어)",경유,자동,내연기관,승용차,10.9,13,163,,2199,3등급,2019
현대,"팰리세이드 2.2디젤 2WD 7인(20""타이어)",경유,자동,내연기관,승용차,11.2,13.1,160,,2199,3등급,2019
현대,"팰리세이드 2.2디젤 AWD 8인(20""타이어)",경유,자동,내연기관,승용차,10.8,12.6,167,,2199,4등급,2019
한국지엠,말리부 1.8 HYBRID,휘발유,CVT,하이브리드,승용차,17.6,16.5,95,,1796,1등급,2018
벤츠,S350 L,휘발유,자동,내연기관,승용차,7.7,11.2,197,,2996,5등급,2018
현대,"팰리세이드 3.8GDI AWD 7인(18""타이어)",휘발유,자동,내연기관,승용차,7.9,10.6,191,,3778,5등급,2019
현대,"팰리세이드 3.8GDI 2WD 7인(20""타이어)",휘발유,자동,내연기관,승용차,8.3,10.9,184,,3778,5등급,2019
현대,"팰리세이드 3.8GDI 2WD 7인 (18"" 타이어)",휘발유,자동,내연기관,승용차,8.5,11.4,178,,3778,4등급,2019
현대,"팰리세이드 3.8GDI AWD 7인 (20"" 타이어)",휘발유,자동,내연기관,승용차,8,10.4,192,,3778,5등급,2019
현대,"팰리세이드 2.2디젤 AWD 8인(18""타이어)",경유,자동,내연기관,승용차,10.9,13,163,,2199,3등급,2019
현대,"팰리세이드 2.2디젤 2WD 8인(20""타이어)",경유,자동,내연기관,승용차,11.2,13.1,160,,2199,3등급,2019
현대,"팰리세이드 2.2디젤 2WD 8인(18""타이어)",경유,자동,내연기관,승용차,11.6,13.6,155,,2199,3등급,2019
현대,"팰리세이드 2.2디젤 2WD 7인(18"" 타이어)",경유,자동,내연기관,승용차,11.9,13.8,151,,2199,3등급,2019
현대,"팰리세이드 3.8GDI AWD 8인(18""타이어)",휘발유,자동,내연기관,승용차,7.9,10.6,191,,3778,5등급,2019
현대,"팰리세이드 3.8GDI 2WD 8인(20""타이어)",휘발유,자동,내연기관,승용차,8.3,10.9,184,,3778,5등급,2019
현대,G90 3.8GDI AWD 5인 (18“ 타이어),휘발유,자동,내연기관,승용차,7.2,9.9,210,,3778,5등급,2018
BMW,BMW X5 M50d,경유,자동,내연기관,승용차,8.6,11.3,202,,2993,4등급,2018
현대,G90 5.0GDI AWD 5인 (19“ 타이어),휘발유,자동,내연기관,승용차,6.2,9.3,239,,5038,5등급,2018
현대,"G90 5.0GDI AWD 리무진 5인 (19""타이어)",휘발유,자동,내연기관,승용차,6.1,9.3,241,,5038,5등급,2019
현대,G90 3.8GDI 2WD 5인 (19“ 타이어),휘발유,자동,내연기관,승용차,7.7,10.5,197,,3778,5등급,2018
현대,G90 3.8GDI AWD 5인 (19“ 타이어),휘발유,자동,내연기관,승용차,7.2,9.7,212,,3778,5등급,2018
현대,G90 3.3T-GDI AWD 5인 (19“ 타이어),휘발유,자동,내연기관,승용차,7,9.7,217,,3342,5등급,2018
현대,G90 3.3T-GDI 2WD 5인 (19“ 타이어),휘발유,자동,내연기관,승용차,7.3,10.1,205,,3342,5등급,2018
BMW,BMW X5 xDrive30d,경유,자동,내연기관,승용차,9.2,11.1,195,,2993,4등급,2018
현대,"팰리세이드 3.8GDI 2WD 8인 (18"" 타이어)",휘발유,자동,내연기관,승용차,8.5,11.4,178,,3778,4등급,2019
현대,"팰리세이드 3.8GDI AWD 8인 (20"" 타이어)",휘발유,자동,내연기관,승용차,8,10.4,192,,3778,5등급,2019
현대,G90 5.0GDI AWD 4인 (19“ 타이어),휘발유,자동,내연기관,승용차,6.2,9.3,239,,5038,5등급,2018
현대,"G90 5.0GDI AWD 리무진 4인 (19""타이어)",휘발유,자동,내연기관,승용차,6.1,9.3,241,,5038,5등급,2019
현대,G90 3.3T-GDI 2WD 5인 (18“ 타이어),휘발유,자동,내연기관,승용차,7.6,10.7,196,,3342,5등급,2018
현대,G90 3.3T-GDI 2WD 4인 (19“ 타이어),휘발유,자동,내연기관,승용차,7.3,10.1,205,,3342,5등급,2018
현대,G90 3.3T-GDI AWD 5인 (18“ 타이어),휘발유,자동,내연기관,승용차,7,9.9,214,,3342,5등급,2018
현대,G90 3.3T-GDI AWD 4인 (19“ 타이어),휘발유,자동,내연기관,승용차,7,9.7,217,,3342,5등급,2018
현대,G90 3.8GDI AWD 4인 (19“ 타이어),휘발유,자동,내연기관,승용차,7.2,9.7,212,,3778,5등급,2018
현대,G90 3.8GDI 2WD 5인 (18“ 타이어),휘발유,자동,내연기관,승용차,7.9,10.7,192,,3778,5등급,2018
현대,G90 3.8GDI 2WD 4인 (19“ 타이어),휘발유,자동,내연기관,승용차,7.7,10.5,197,,3778,5등급,2018
BMW,BMW 620d,경유,자동,내연기관,승용차,12.1,15.3,142,,1995,3등급,2018
BMW,BMW 520d xDrive,경유,자동,내연기관,승용차,12.1,15.5,141,,1995,3등급,2018
MINI,MINI John Cooper Works Convertible,휘발유,자동,내연기관,승용차,10.2,12.6,154,,1998,4등급,2018
BMW,BMW X1 xDrive25i,휘발유,자동,내연기관,승용차,8.1,11.7,187,,1998,4등급,2018
BMW,BMW X2 xDrive25i,휘발유,자동,내연기관,승용차,8.7,12.4,172,,1998,4등급,2018
벤츠,GLC350 e 4Matic,전기+휘발유,자동,PHEV,승용차,13.3,15,70,17,1991,PHEV,2018
BMW,BMW i8 Roadster,전기+휘발유,자동,PHEV,승용차,17.3,17.5,55,35,1499,PHEV,2018
BMW,BMW M5 Competition Package,휘발유,자동,내연기관,승용차,6.9,8.9,227,,4395,5등급,2018
BMW,BMW X6 M50d WLTP,경유,자동,내연기관,승용차,8.2,9.9,221,,2993,5등급,2018
BMW,BMW X6 xDrive30d WLTP,경유,자동,내연기관,승용차,9.3,10.9,195,,2993,4등급,2018
크라이슬러,짚 랭글러 스포츠,휘발유,자동,내연기관,승용차,8.3,10,193,,1995,5등급,2018
BMW,BMW M2 Competition Package,휘발유,자동,내연기관,승용차,8.2,10.2,193,,2979,5등급,2018
닛산,LEAF,전기,없음,전기,승용차,5.5,4.7,,231,,2등급,2019
크라이슬러,짚 랭글러 사하라,휘발유,자동,내연기관,승용차,8.3,10,193,,1995,5등급,2018
기아,K3 1.6 T-GDI 4DR 7DCT (SUMMER TIRE),휘발유,자동,내연기관,승용차,10.8,14,139,,1591,3등급,2018
케이지모빌리티,"G4 렉스턴 2.2 7AT 2WD SCR 5인승					",경유,자동,내연기관,승용차,9.3,12.2,186,,2157,4등급,2018
케이지모빌리티,"G4 렉스턴 2.2 7AT 4WD SCR 5인승				",경유,자동,내연기관,승용차,9,11.8,194,,2157,4등급,2018
DFSK,K01H,휘발유,수동,내연기관,화물차,10,10.3,166,,1240,4등급,2018
DFSK,C35S2,휘발유,수동,내연기관,화물차,9.6,9.9,174,,1493,4등급,2018
BMW,BMW 435d xDrive Gran Coupe WLTP,경유,자동,내연기관,승용차,10.2,13.8,167,,2993,4등급,2018
BMW,BMW 320d xDrive Gran Turismo WLTP,경유,자동,내연기관,승용차,10.7,14.4,158,,1995,3등급,2018
BMW,BMW X6 xDrive40d WLTP,경유,자동,내연기관,승용차,8.6,10.6,207,,2993,4등급,2018
기아,모하비 3.0 디젤 4WD 5인,경유,자동,내연기관,승용차,8.4,11.4,205,,2959,4등급,2018
기아,모하비 3.0 디젤 2WD 5인,경유,자동,내연기관,승용차,8.9,12.1,193,,2959,4등급,2018
현대,"G80 3.3GDI AWD 19MY (19""타이어)",휘발유,자동,내연기관,승용차,7.2,10,205,,3342,5등급,2016
현대,"G80 3.3GDI AWD 19MY (18""타이어)",휘발유,자동,내연기관,승용차,7.3,10.2,202,,3342,5등급,2016
현대,"G80 3.3GDI 2WD 19MY (19""타이어)",휘발유,자동,내연기관,승용차,7.7,10.9,190,,3342,5등급,2016
현대,"G80 3.3GDI 2WD 19MY (18""타이어)",휘발유,자동,내연기관,승용차,7.9,11.2,186,,3342,5등급,2016
현대,"G80 3.3GDI AWD 스포츠패키지 19MY (19""타이어)",휘발유,자동,내연기관,승용차,7.1,9.9,207,,3342,5등급,2016
현대,"G80 3.3GDI 2WD 스포츠패키지 19MY (19""타이어)",휘발유,자동,내연기관,승용차,7.7,10.5,192,,3342,5등급,2016
현대,"G80 2.2디젤 AWD 19MY (18""타이어)",경유,자동,내연기관,승용차,10.9,14.2,158,,2199,3등급,2016
현대,"G80 2.2디젤 2WD 19MY (18""타이어)",경유,자동,내연기관,승용차,12.3,16.1,138,,2199,2등급,2016
현대,i30 1.6T-GDI_6MT (N_Line),휘발유,수동,내연기관,승용차,10.5,12.5,148,,1591,4등급,2018
현대,i30 1.6T-GDI_7DCT (N_Line),휘발유,자동,내연기관,승용차,10.7,13.3,143,,1591,3등급,2018
MINI,MINI Cooper SD Clubman,경유,자동,내연기관,승용차,13.3,16.5,129,,1995,2등급,2018
기아,스팅어 2.2디젤 2WD_17인치타이어,경유,자동,내연기관,승용차,13.5,17.2,126,,2199,2등급,2018
기아,스팅어 2.2디젤 AWD_18인치타이어,경유,자동,내연기관,승용차,11.8,14.9,147,,2199,3등급,2018
기아,스팅어 2.2디젤 2WD_18인치타이어,경유,자동,내연기관,승용차,12.8,16,135,,2199,2등급,2018
기아,스팅어 2.2디젤 AWD_17인치타이어,경유,자동,내연기관,승용차,11.9,15.5,143,,2199,3등급,2018
기아,K3 1.6 T-GDI 4DR 6MT (ALL SEASON TIRE),휘발유,수동,내연기관,승용차,11.1,13.8,138,,1591,3등급,2018
기아,K3 1.6 T-GDI 4DR 7DCT (ALL SEASON TIRE),휘발유,자동,내연기관,승용차,10.9,14.1,138,,1591,3등급,2018
GM,CHEVROLET CAMARO,휘발유,자동,내연기관,승용차,6,10.5,240,,6162,5등급,2018
기아,K3 1.6 T-GDI 5DR 7DCT (SUMMER TIRE),휘발유,자동,내연기관,승용차,10.7,13.6,141,,1591,3등급,2018
기아,K3 1.6 T-GDI 5DR 7DCT (ALL SEASON TIRE),휘발유,자동,내연기관,승용차,10.8,14,139,,1591,3등급,2018
롤스로이스,Rolls-Royce Cullinan,휘발유,자동,내연기관,승용차,4.7,7.4,319,,6749,5등급,2018
BMW,BMW X4 M40d,경유,자동,내연기관,승용차,9.6,12.4,182,,2993,4등급,2018
BMW,BMW 320d Gran Turismo WLTP,경유,자동,내연기관,승용차,11.7,15,147,,1995,3등급,2018
현대,그랜드스타렉스(PE2)2.5디젤 4WD 리무진 (6P_N/HR),경유,자동,내연기관,승용차,7.6,9.4,237,,2497,5등급,2018
BMW,BMW X4 xDrive20d,경유,자동,내연기관,승용차,10.7,12.7,166,,1995,4등급,2018
MINI,MINI Cooper SD Countryman ALL4,경유,자동,내연기관,승용차,12,15.1,144,,1995,3등급,2018
MINI,MINI Cooper D Countryman ALL4,경유,자동,내연기관,승용차,12.4,14.9,141,,1995,3등급,2018
BMW,BMW M550d xDrive WLTP,경유,자동,내연기관,승용차,10,13.1,173,,2993,4등급,2018
케이지모빌리티,"G4 렉스턴 2.2 7AT 2WD SCR 7인승					",경유,자동,내연기관,승용차,9.3,12.2,186,,2157,4등급,2018
케이지모빌리티,"G4 렉스턴 2.2 7AT 4WD SCR 7인승				",경유,자동,내연기관,승용차,9,11.8,194,,2157,4등급,2018
현대,그랜드스타렉스(PE2)2.5디젤 4WD 리무진 (9P_N/HR),경유,자동,내연기관,승용차,7.6,9.4,237,,2497,5등급,2018
현대,아반떼(AD PE) 1.6가솔린,휘발유,수동,내연기관,승용차,12.5,16.2,119,,1598,2등급,2018
현대,아반떼(AD PE) 1.6가솔린 (17'''타이어),휘발유,CVT,내연기관,승용차,12.6,16.3,118,,1598,2등급,2018
현대,아반떼(AD PE) 1.6가솔린 (16'''타이어),휘발유,CVT,내연기관,승용차,12.8,16.8,115,,1598,2등급,2018
현대,아반떼(AD PE) 1.6가솔린 (15'''타이어),휘발유,CVT,내연기관,승용차,13.6,17.7,108,,1598,2등급,2018
현대,아반떼(AD PE) 1.6디젤_7DCT (17''타이어),경유,자동,내연기관,승용차,15.7,19.3,108,,1582,1등급,2019
현대,아반떼(AD PE) 1.6디젤 7DCT,경유,자동,내연기관,승용차,16.3,19.9,104,,1582,1등급,2019
기아,"K7 2.2디젤 (19""타이어)",경유,자동,내연기관,승용차,12.6,16.4,135,,2199,2등급,2017
기아,"스포티지 2.0디젤 2WD 6MT (PE/19""타이어)",경유,수동,내연기관,승용차,13.7,15.1,132,,1995,2등급,2018
